committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,729E92CAB6EAE4D4A26,1344655,CCM,CAMPAIGN COMMITTEE,C00497321,C00497321,VARGAS FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/12/19 0:00,1000,H,HOUSE,51,H2CA50026,"VARGAS, JUAN CARLOS",JUAN,VARGAS,CARLOS,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,ENCINITAS,92024,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457380,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,ED3556B3640633BF4E5,1344655,CCM,CAMPAIGN COMMITTEE,C00592659,C00592659,VICENTE GONZALEZ FOR CONGRESS,TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/12/19 0:00,1000,H,HOUSE,15,H6TX15162,"GONZALEZ, VICENTE",VICENTE,GONZALEZ,,,,TX,TEXAS,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,MCALLEN,78501,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457381,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,E6E03706A6FB13BADFF,1344655,CCM,CAMPAIGN COMMITTEE,C00464602,C00464602,VICKY HARTZLER FOR CONGRESS,MO,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/25/19 0:00,1000,H,HOUSE,4,H0MO04086,"HARTZLER, VICKY JO",VICKY,HARTZLER,JO,,,MO,MISSOURI,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,HARRISONVILLE,647010531,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457381,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,AE9FAE6FEE5C23E78EF,1344655,CCM,CAMPAIGN COMMITTEE,C00258855,C00258855,VOLUNTEERS FOR SHIMKUS,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,5/9/19 0:00,1000,H,HOUSE,15,H2IL20042,"SHIMKUS, JOHN M.",JOHN,SHIMKUS,M.,,,IL,ILLINOIS,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,COLLINSVILLE,622340661,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457382,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,DDD7A228C0DFB1955FD,1344655,CCM,CAMPAIGN COMMITTEE,C00470757,C00470757,VOTETIPTON.COM,CO,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,5/28/19 0:00,1000,H,HOUSE,3,H6CO03139,"TIPTON, SCOTT RANDALL",SCOTT,TIPTON,RANDALL,,,CO,COLORADO,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,CORTEZ,813211582,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457383,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,74D41735C8E7A22BE78,1344655,CCM,CAMPAIGN COMMITTEE,C00333427,C00333427,WALDEN FOR CONGRESS,OR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,3/19/19 0:00,1000,H,HOUSE,2,H6OR02116,"WALDEN, GREGORY PAUL",GREGORY,WALDEN,PAUL,,,OR,OREGON,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,HOOD RIVER,970310037,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457383,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,1F341F2E4E27ADBAB04,1344655,CCM,CAMPAIGN COMMITTEE,C00543231,C00543231,WALKER 4 NC,NC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,3/19/19 0:00,1000,H,HOUSE,6,H4NC06052,"WALKER, BRADLEY MARK",BRADLEY,WALKER,MARK,,,NC,NORTH CAROLINA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,RALEIGH,27624,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457384,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,62761EFED45255ADDEF,1344655,CCM,CAMPAIGN COMMITTEE,C00468579,C00468579,WALORSKI FOR CONGRESS INC,IN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,3/19/19 0:00,1000,H,HOUSE,2,H0IN02190,"WALORSKI, JACQUELINE",JACQUELINE,WALORSKI,,,,IN,INDIANA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,MISHAWAKA,465460954,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457384,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,B79F5A8A059320C3B5B,1344655,CCM,CAMPAIGN COMMITTEE,C00413179,C00413179,WELCH FOR CONGRESS,VT,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/6/19 0:00,1000,H,HOUSE,1,H6VT00160,"WELCH, PETER FRANCIS",PETER,WELCH,FRANCIS,,,VT,VERMONT,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,BURLINGTON,5401,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457385,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,9CBC9823449008B28F8,1344655,CCM,CAMPAIGN COMMITTEE,C00497818,C00497818,WENSTRUP FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/11/19 0:00,1000,H,HOUSE,2,H2OH02085,"WENSTRUP, BRAD R.",BRAD,WENSTRUP,R.,,,OH,OHIO,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,CINCINNATI,452090551,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457385,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,CFC79103613A1E63775,1344655,CCM,CAMPAIGN COMMITTEE,C00548180,C00548180,WESTERMAN FOR CONGRESS,AR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/25/19 0:00,1000,H,HOUSE,4,H4AR04048,"WESTERMAN, BRUCE E.",BRUCE,WESTERMAN,E.,,,AR,ARKANSAS,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,HOT SPRINGS,71903,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457386,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,786DDB86300AA89236B,1344655,CCM,CAMPAIGN COMMITTEE,C00668491,C00668491,WILLIAM TIMMONS FOR CONGRESS,SC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/12/19 0:00,1000,H,HOUSE,4,H8SC04250,"TIMMONS, WILLIAM R. IV",WILLIAM,TIMMONS,R.,,IV,SC,SOUTH CAROLINA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:56.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,GREENVILLE,29602,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457386,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,33A435E0F1B151B3795,1378595,CCM,CAMPAIGN COMMITTEE,C00258475,C00258475,ANNA ESHOO FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,9/24/19 0:00,1500,H,HOUSE,18,H8CA12098,"ESHOO, ANNA G.",ANNA,ESHOO,G.,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,SACRAMENTO,95814,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864200,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,D50E788B98336CE3743,1378595,CCM,CAMPAIGN COMMITTEE,C00507368,C00507368,BEATTY FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,11/20/19 0:00,1500,H,HOUSE,3,H2OH03125,"BEATTY, JOYCE",JOYCE,BEATTY,,,,OH,OHIO,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,COLUMBUS,43216,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864204,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,AEDC090FA0916EF41F4,1378595,CCM,CAMPAIGN COMMITTEE,C00539825,C00539825,CAPITO FOR WEST VIRGINIA,WV,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,7/15/19 0:00,1500,S,SENATE,,S4WV00159,"CAPITO, SHELLEY MOORE",SHELLEY,CAPITO,MOORE,,,WV,WEST VIRGINIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,CHARLESTON,25339,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864210,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,61F09BFD26D500DD752,1378595,CCM,CAMPAIGN COMMITTEE,C00558213,C00558213,DEBBIE DINGELL FOR CONGRESS,MI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,11/27/19 0:00,1500,H,HOUSE,12,H4MI12079,"DINGELL, DEBORAH ANN",DEBORAH,DINGELL,ANN,,,MI,MICHIGAN,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,DEARBORN,48124,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864218,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,57A99989A262EBB7858,1378595,PAC,POLITICAL ACTION COMMITTEE,C00438291,C00438291,DENALI LEADERSHIP PAC,DC,DENALI LEADERSHIP PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,8/22/19 0:00,1500,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,WASHINGTON,20004,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864220,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,2D5D6B9252BE4C4A94B,1378595,CCM,CAMPAIGN COMMITTEE,C00519355,C00519355,DONALD M PAYNE JR FOR CONGRESS,NJ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,12/12/19 0:00,1500,H,HOUSE,10,H2NJ10154,"PAYNE, DONALD MILFORD JR.",DONALD,PAYNE,MILFORD,,JR.,NJ,NEW JERSEY,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,NEWARK,7114,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864222,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,4218F66DDE1C6456F3F,1378595,PAC,POLITICAL ACTION COMMITTEE,C00390161,C00390161,EUREKA POLITICAL ACTION COMMITTEE,MD,EUREKA POLITICAL ACTION COMMITTEE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,11/7/19 0:00,1500,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,BETHESDA,20824,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864225,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,BFFA7843FE76A06BB37,1378595,CCM,CAMPAIGN COMMITTEE,C00540617,C00540617,FRIENDS OF DAVID SCHWEIKERT,AZ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,12/11/19 0:00,1500,H,HOUSE,6,H4AZ06045,"SCHWEIKERT, DAVID",DAVID,SCHWEIKERT,,,,AZ,ARIZONA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,SCOTTSDALE,85267,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864228,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,FC45240B5A841BBC92B,1378595,CCM,CAMPAIGN COMMITTEE,C00680488,C00680488,"FRIENDS OF DENVER RIGGLEMAN, INC.",VA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,7/15/19 0:00,1500,H,HOUSE,5,H8VA05171,"RIGGLEMAN, DENVER L. III",DENVER,RIGGLEMAN,L.,,III,VA,VIRGINIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,NELLYSFORD,22958,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864228,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,C8E765AF401CD652BBD,1378595,CCM,CAMPAIGN COMMITTEE,C00592154,C00592154,JIMMY PANETTA FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,12/1/19 0:00,1500,H,HOUSE,20,H6CA20152,"PANETTA, JAMES V.",JAMES,PANETTA,V.,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,CARMEL VALLEY,93924,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864240,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,EF84B74F6805A383739,1378595,CCM,CAMPAIGN COMMITTEE,C00652743,C00652743,JOHN ROSE FOR TENNESSEE,TN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,7/15/19 0:00,1500,H,HOUSE,6,H8TN06094,"ROSE, JOHN W.",JOHN,ROSE,W.,,,TN,TENNESSEE,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,COOKEVILLE,38502,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864241,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,37BA4B370E007E22B92,1378595,CCM,CAMPAIGN COMMITTEE,C00546788,C00546788,JONI FOR IOWA,IA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 GENERAL,,,12/12/19 0:00,1500,S,SENATE,,S4IA00129,"ERNST, JONI KAY",JONI,ERNST,KAY,,,IA,IOWA,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,DES MOINES,50393,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864242,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,2948B08EEB9C762DB1B,1378595,CCM,CAMPAIGN COMMITTEE,C00344697,C00344697,LANGEVIN FOR CONGRESS,RI,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 GENERAL,,,12/1/19 0:00,1500,H,HOUSE,2,H0RI02139,"LANGEVIN, JAMES R.",JAMES,LANGEVIN,R.,,,RI,RHODE ISLAND,G2020,,GENERAL,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,WARWICK,2886,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864248,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,7C00FD43CEF96D70E81,1378595,PAC,POLITICAL ACTION COMMITTEE,C00492058,C00492058,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,OK,LEADERSHIP AND ACCOUNTABILITY ARE NATIONAL KEYS PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,9/24/19 0:00,1500,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,BETHANY,73008,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864249,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,9987E256124D51BE4FC,1378595,CCM,CAMPAIGN COMMITTEE,C00506832,C00506832,MARC VEASEY CONGRESSIONAL CAMPAIGN COMMITTEE,TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,12/1/19 0:00,1500,H,HOUSE,33,H2TX33073,"VEASEY, MARC A.",MARC,VEASEY,A.,,,TX,TEXAS,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,FORT WORTH,76105,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864253,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,03B00423A67FF932AB2,1378595,CCM,CAMPAIGN COMMITTEE,C00392688,C00392688,"MCCAUL FOR CONGRESS, INC",TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,10/17/19 0:00,1500,H,HOUSE,10,H4TX10093,"MCCAUL, MICHAEL THOMAS SR.",MICHAEL,MCCAUL,THOMAS,,SR.,TX,TEXAS,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,AUSTIN,787012514,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864255,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,8CBC59B21F3D1B8EB6E,1378595,CCM,CAMPAIGN COMMITTEE,C00450049,C00450049,PAUL TONKO FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,7/17/19 0:00,1500,H,HOUSE,20,H8NY21203,"TONKO, PAUL DAVID",PAUL,TONKO,DAVID,,,NY,NEW YORK,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,ALBANY,12206,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864264,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,YE,2.02001E+17,23,0AAF5FFDC29DE5410BF,1378595,CCM,CAMPAIGN COMMITTEE,C00495952,C00495952,SCHNEIDER FOR CONGRESS,IL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,12/1/19 0:00,1500,H,HOUSE,10,H2IL10068,"SCHNEIDER, BRADLEY SCOTT",BRADLEY,SCHNEIDER,SCOTT,,,IL,ILLINOIS,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,30:18.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,DEERFIELD,60015,CONTRIBUTIONS,,2020,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202001319184864272,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
