committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2020,M3,2.02004E+17,23,BC256BEDDEEBDAA34F3,1402116,CCM,CAMPAIGN COMMITTEE,C00640003,C00640003,MIKIE SHERRILL FOR CONGRESS,NJ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,2/21/20 0:00,1000,H,HOUSE,11,H8NJ11142,"SHERRILL, MIKIE",MIKIE,SHERRILL,,,,NJ,NEW JERSEY,P2020,,PRIMARY,2020,N,NO CHANGE,ITEMIZED DISBURSEMENTS,25:40.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,MONTCLAIR,7043,CONTRIBUTIONS,,2020,SB,4.04212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202004209219748311,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2020,M3,2.02004E+17,23,45EB2AD23C25700E9DA,1402116,CCM,CAMPAIGN COMMITTEE,C00343871,C00343871,SCHIFF FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,2/21/20 0:00,1000,H,HOUSE,28,H0CA27085,"SCHIFF, ADAM BENNETT",ADAM,SCHIFF,BENNETT,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,C,CHANGE,ITEMIZED DISBURSEMENTS,25:40.0,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,LOS ANGELES,90017,CONTRIBUTIONS,,2020,SB,4.04212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?202004209219748312,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,D94C8B00B1B5510D65C,1344655,CCM,CAMPAIGN COMMITTEE,C00412890,C00412890,ADRIAN SMITH FOR CONGRESS,NE,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,5/9/19 0:00,1000,H,HOUSE,3,H6NE03115,"SMITH, ADRIAN MICHAEL",ADRIAN,SMITH,MICHAEL,,,NE,NEBRASKA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,SCOTTSBLUFF,693613563,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457287,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,376EFD8A417CF5F6D89,1344655,CCM,CAMPAIGN COMMITTEE,C00460261,C00460261,AL LAWSON FOR CONGRESS,FL,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/11/19 0:00,1000,H,HOUSE,5,H0FL02086,"LAWSON, ALFRED J. JR.",ALFRED,LAWSON,J.,,JR.,FL,FLORIDA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,TALLAHASSEE,32301,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457287,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,04C0AE00461AA100207,1344655,PAC,POLITICAL ACTION COMMITTEE,C00387464,C00387464,ALAMO PAC,TX,ALAMO PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,3/25/19 0:00,1000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,AUSTIN,78701,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457287,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,7A12A3072CD98C3B5FB,1344655,PAC,POLITICAL ACTION COMMITTEE,C00387464,C00387464,ALAMO PAC,TX,ALAMO PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2019 CONTRIBUTION,,,6/24/19 0:00,1000,,,,,,,,,,,,,P2019,CONTRIBUTION,PRIMARY,2019,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,AUSTIN,78701,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457288,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,B87959A594A57895858,1344655,CCM,CAMPAIGN COMMITTEE,C00570994,C00570994,ALASKANS FOR DAN SULLIVAN,AK,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/5/19 0:00,1000,S,SENATE,,S4AK00214,"SULLIVAN, DANIEL SCOTT",DANIEL,SULLIVAN,SCOTT,,,AK,ALASKA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,ANCHORAGE,99503,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457288,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,8E3A8DEBD95E9A93046,1344655,CCM,CAMPAIGN COMMITTEE,C00012229,C00012229,ALASKANS FOR DON YOUNG,AK,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,5/17/19 0:00,1000,H,HOUSE,1,H6AK00045,"YOUNG, DONALD EDWIN",DONALD,YOUNG,EDWIN,,,AK,ALASKA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,ANCHORAGE,995032822,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457288,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,1A2779603F9BE297394,1344655,CCM,CAMPAIGN COMMITTEE,C00629949,C00629949,ALEX MOONEY FOR CONGRESS,WV,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/6/19 0:00,1000,H,HOUSE,2,H4WV02080,"MOONEY, ALEXANDER X.",ALEXANDER,MOONEY,X.,,,WV,WEST VIRGINIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,MARTINSBURG,25402,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457289,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,31A6C5E47BFEB0FE76B,1344655,CCM,CAMPAIGN COMMITTEE,C00546358,C00546358,ALMA ADAMS FOR CONGRESS,NC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/25/19 0:00,1000,H,HOUSE,12,H4NC12100,"ADAMS, ALMA SHEALEY",ALMA,ADAMS,SHEALEY,,,NC,NORTH CAROLINA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,CHARLOTTE,28231,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457289,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,9E81D365F8E1FEB85D4,1344655,CCM,CAMPAIGN COMMITTEE,C00442921,C00442921,ANDRE CARSON FOR CONGRESS,IN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/11/19 0:00,1000,H,HOUSE,7,H8IN07184,"CARSON, ANDRE D.",ANDRE,CARSON,D.,,,IN,INDIANA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,INDIANAPOLIS,46206,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457290,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,927BFEB5758ADFCF6EF,1344655,CCM,CAMPAIGN COMMITTEE,C00442921,C00442921,ANDRE CARSON FOR CONGRESS,IN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/17/19 0:00,1000,H,HOUSE,7,H8IN07184,"CARSON, ANDRE D.",ANDRE,CARSON,D.,,,IN,INDIANA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,INDIANAPOLIS,46206,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457290,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,D1FABBDD9C245597EC6,1344655,CCM,CAMPAIGN COMMITTEE,C00575209,C00575209,ANGIE CRAIG FOR CONGRESS,MN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,5/28/19 0:00,1000,H,HOUSE,2,H6MN02131,"CRAIG, ANGELA DAWN",ANGELA,CRAIG,DAWN,,,MN,MINNESOTA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,EAGAN,55122,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457291,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,39D567067282638D6EB,1344655,CCM,CAMPAIGN COMMITTEE,C00482737,C00482737,AUSTIN SCOTT FOR CONGRESS INC,GA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,3/25/19 0:00,1000,H,HOUSE,8,H0GA08099,"SCOTT, JAMES AUSTIN",JAMES,SCOTT,AUSTIN,,,GA,GEORGIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,TIFTON,31793,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457292,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,2FF907E33C1B183F701,1344655,CCM,CAMPAIGN COMMITTEE,C00662650,C00662650,BALDERSON FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,5/9/19 0:00,1000,H,HOUSE,12,H8OH12180,"BALDERSON, TROY",TROY,BALDERSON,,,,OH,OHIO,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,COLUMBUS,432208113,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457293,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,9B71C3157C0306AAA97,1344655,CCM,CAMPAIGN COMMITTEE,C00507368,C00507368,BEATTY FOR CONGRESS,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/11/19 0:00,1000,H,HOUSE,3,H2OH03125,"BEATTY, JOYCE",JOYCE,BEATTY,,,,OH,OHIO,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,COLUMBUS,43216,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457294,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,82AB8343F6D6F000905,1344655,CCM,CAMPAIGN COMMITTEE,C00461061,C00461061,BERA FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,3/19/19 0:00,1000,H,HOUSE,7,H0CA03078,"BERA, AMERISH B.",AMERISH,BERA,B.,,,CA,CALIFORNIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,ELK GROVE,95758,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457294,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,58C06FD6BCC8E148C92,1344655,CCM,CAMPAIGN COMMITTEE,C00543983,C00543983,BILL CASSIDY FOR US SENATE,LA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/12/19 0:00,1000,S,SENATE,,S4LA00107,"CASSIDY, WILLIAM",WILLIAM,CASSIDY,,,,LA,LOUISIANA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,BATON ROUGE,708980505,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457295,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,927D8699F1A7F485F78,1344655,CCM,CAMPAIGN COMMITTEE,C00307314,C00307314,BLUMENAUER FOR CONGRESS,OR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,4/3/19 0:00,1000,H,HOUSE,3,H6OR03064,"BLUMENAUER, EARL FRANCIS",EARL,BLUMENAUER,FRANCIS,,,OR,OREGON,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,PORTLAND,97214,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457296,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,AFFE6F071DEB859A37F,1344655,CCM,CAMPAIGN COMMITTEE,C00607416,C00607416,BRIAN FITZPATRICK FOR CONGRESS,PA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,3/11/19 0:00,1000,H,HOUSE,1,H6PA08277,"FITZPATRICK, BRIAN K.",BRIAN,FITZPATRICK,K.,,,PA,PENNSYLVANIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,LANGHORNE,19047,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457297,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,CD166331B8733CBC451,1344655,CCM,CAMPAIGN COMMITTEE,C00543967,C00543967,BUDDY CARTER FOR CONGRESS,GA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,3/19/19 0:00,1000,H,HOUSE,1,H4GA01039,"CARTER, EARL L. B.",EARL,CARTER,L. B.,,,GA,GEORGIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,SAVANNAH,31412,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457298,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,2D4B7562D9C257D51B8,1344655,CCM,CAMPAIGN COMMITTEE,C00652149,C00652149,BURCHETT FOR CONGRESS,TN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/5/19 0:00,1000,H,HOUSE,2,H8TN02119,"BURCHETT, TIM",TIM,BURCHETT,,,,TN,TENNESSEE,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,KNOXVILLE,37950,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457299,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,E6CC04DEB5EF8398179,1344655,CCM,CAMPAIGN COMMITTEE,C00509968,C00509968,CARTWRIGHT FOR CONGRESS,PA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,3/19/19 0:00,1000,H,HOUSE,8,H2PA17079,"CARTWRIGHT, MATTHEW A.",MATTHEW,CARTWRIGHT,A.,,,PA,PENNSYLVANIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,SCRANTON,18501,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457300,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,B4E8A77044B758C57AE,1344655,CCM,CAMPAIGN COMMITTEE,C00461822,C00461822,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",TN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/6/19 0:00,1000,H,HOUSE,3,H0TN03254,"FLEISCHMANN, CHARLES J.",CHARLES,FLEISCHMANN,J.,,,TN,TENNESSEE,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,CHATTANOOGA,37401,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457301,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,7306143DF25036899A2,1344655,CCM,CAMPAIGN COMMITTEE,C00244335,C00244335,CITIZENS FOR ELEANOR HOLMES NORTON,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,5/9/19 0:00,1000,H,HOUSE,1,H0DC00058,"NORTON, ELEANOR HOLMES",ELEANOR,NORTON,HOLMES,,,DC,DISTRICT OF COLUMBIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,WASHINGTON,20007,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457302,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,D64457C8BEED7892481,1344655,CCM,CAMPAIGN COMMITTEE,C00373001,C00373001,CITIZENS FOR TURNER,OH,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,5/28/19 0:00,1000,H,HOUSE,10,H2OH03067,"TURNER, MICHAEL R.",MICHAEL,TURNER,R.,,,OH,OHIO,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,DAYTON,454021603,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457302,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,6D8C7115D67B80710EC,1344655,CCM,CAMPAIGN COMMITTEE,C00418293,C00418293,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,GA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/11/19 0:00,1000,H,HOUSE,4,H6GA04129,"JOHNSON, HENRY C. JR.",HENRY,JOHNSON,C.,,JR.,GA,GEORGIA,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,DECATUR,30034,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457305,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,8D28C36F94E8DCDE656,1344655,CCM,CAMPAIGN COMMITTEE,C00660050,C00660050,COMMITTEE TO RE-ELECT STEVE WATKINS,KS,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,3/19/19 0:00,1000,H,HOUSE,2,H8KS02199,"WATKINS, STEVE C. JR.",STEVE,WATKINS,C.,,JR.,KS,KANSAS,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,TOPEKA,66604,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457305,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,53E35E7E0459E3C2305,1344655,CCM,CAMPAIGN COMMITTEE,C00376665,C00376665,COOPER FOR CONGRESS,TN,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/12/19 0:00,1000,H,HOUSE,5,H2TN05131,"COOPER, JAMES HAYES",JAMES,COOPER,HAYES,,,TN,TENNESSEE,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,NASHVILLE,37219,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457306,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00360354,AMAZON.COM SERVICES LLC SEPARATE SEGREGATED FUND (AMAZON PAC),2019,MY,2.01907E+17,23,4E448438081D1893B90,1344655,CCM,CAMPAIGN COMMITTEE,C00462374,C00462374,CRAWFORD FOR CONGRESS,AR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2020 PRIMARY,,,6/6/19 0:00,1000,H,HOUSE,1,H0AR01083,"CRAWFORD, ERIC ALAN",ERIC,CRAWFORD,ALAN,,,AR,ARKANSAS,P2020,,PRIMARY,2020,A,ADD,ITEMIZED DISBURSEMENTS,32:55.9,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07292E+18,JONESBORO,72403,CONTRIBUTIONS,,2020,SB,4.07302E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201907299152457308,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
