first_name,last_name,full_name,cand_id,2017_aclu_score,2017_aclu_vote_office,2019_environment_score,2019_environment_vote_office,2017_naacp_score,2017_naacp_vote_office
Alex,Mooney,"Mooney, Alex",H4WV02080,0.18,HOUSE,0.1,HOUSE,0.06,HOUSE
Evan,Jenkins,"Jenkins, Evan",H4WV03070,0.04,HOUSE,,,,HOUSE
Carol,Miller,"Miller, Carol",H8WV03097,,,0.07,HOUSE,,
Paul,Ryan,"Ryan, Paul",H8WI01024,0,HOUSE,,,,HOUSE
Bryan,Steil,"Steil, Bryan",H8WI01156,,,0.21,HOUSE,,
Mark,Pocan,"Pocan, Mark",H2WI02124,0.93,HOUSE,1,HOUSE,0.94,HOUSE
Ron,Kind,"Kind, Ron",H6WI03099,0.81,HOUSE,0.97,HOUSE,0.64,HOUSE
Gwen,Moore,"Moore, Gwen",H4WI04183,0.93,HOUSE,0.97,HOUSE,0.94,HOUSE
Jim,Sensenbrenner,"Sensenbrenner, Jim",H8WI09050,0.17,HOUSE,0,HOUSE,0.06,HOUSE
Glenn,Grothman,"Grothman, Glenn",H4WI06048,0.11,HOUSE,0.1,HOUSE,0.09,HOUSE
Sean,Duffy,"Duffy, Sean",H0WI07051,0.07,HOUSE,0.05,HOUSE,0.13,HOUSE
Mike,Gallagher,"Gallagher, Mike",H6WI08155,0.04,HOUSE,0.14,HOUSE,0.06,HOUSE
Liz,Cheney,"Cheney, Liz",H6WY00159,0.04,HOUSE,0.03,HOUSE,0.09,HOUSE
DAN,SULLIVAN,"SULLIVAN, DAN",S4AK00214,0.21,SENATE,0.14,SENATE,0.09,SENATE
LISA,MURKOWSKI,"MURKOWSKI, LISA",S4AK00099,0.52,SENATE,0.36,SENATE,0.16,SENATE
RICHARD,SHELBY,"SHELBY, RICHARD",S6AL00013,0.05,SENATE,0.29,SENATE,0.06,SENATE
DOUG,JONES,"JONES, DOUG",S0AL00156,0.21,SENATE,0.86,SENATE,,SENATE
JOHN,BOOZMAN,"BOOZMAN, JOHN",S0AR00150,0.05,SENATE,0.21,SENATE,0.13,SENATE
TOM,COTTON,"COTTON, TOM",H2AR04083,0.14,SENATE,0.14,SENATE,0.06,SENATE
MARTHA,MCSALLY,"McSally, Martha",S8AZ00221,,,0.14,SENATE,,
Krysten,Sinema,"Sinema, Krysten",S8AZ00197,,,0.71,SENATE,,
JEFF,FLAKE,"FLAKE, JEFF",H0AZ01184,0.24,SENATE,,,0.09,SENATE
JOHN,MCCAIN,"MCCAIN, JOHN",S6AZ00019,0.22,SENATE,,,,SENATE
DIANNE,FEINSTEIN,"FEINSTEIN, DIANNE",S0CA00199,0.73,SENATE,1,SENATE,0.94,SENATE
KAMALA,HARRIS,"HARRIS, KAMALA",P00009423,0.86,SENATE,0.71,SENATE,0.1,SENATE
CORY,GARDNER,"GARDNER, CORY",H0CO04122,0.29,SENATE,0.36,SENATE,0.16,SENATE
MICHAEL,BENNET,"BENNET, MICHAEL",P00011833,0.71,SENATE,0.86,SENATE,1,SENATE
CHRIS,MURPHY,"MURPHY, CHRIS",S2CT00132,0.71,SENATE,1,SENATE,1,SENATE
RICHARD,BLUMENTHAL,"BLUMENTHAL, RICHARD",S0CT00177,0.73,SENATE,1,SENATE,1,SENATE
CHRISTOPHER,COONS,"COONS, CHRISTOPHER",S0DE00092,0.77,SENATE,1,SENATE,0.97,SENATE
TOM,CARPER,"CARPER, TOM",S8DE00079,0.62,SENATE,1,SENATE,0.97,SENATE
MARCO,RUBIO,"RUBIO, MARCO",P60006723,0.05,SENATE,0.07,SENATE,0.06,SENATE
BILL,NELSON,"NELSON, BILL",S8FL00166,0.6,SENATE,0.07,SENATE,0.88,SENATE
Rick,Scott,"Scott, Rich",S8FL00273,,,0.07,SENATE,,
DAVID,PERDUE,"PERDUE, DAVID",S4GA11285,0.14,SENATE,0.14,SENATE,0.09,SENATE
JOHNNY,ISAKSON,"ISAKSON, JOHNNY",S6GA00119,0.06,SENATE,0.29,SENATE,0.13,SENATE
BRIAN,SCHATZ,"SCHATZ, BRIAN",S4HI00136,0.75,SENATE,1,SENATE,1,SENATE
MAZIE,HIRONO,"HIRONO, MAZIE",S2HI00106,0.77,SENATE,1,SENATE,1,SENATE
CHUCK,GRASSLEY,"GRASSLEY, CHUCK",S0IA00028,0.18,SENATE,0.07,SENATE,0.09,SENATE
JONI,ERNST,"ERNST, JONI",S4IA00129,0.1,SENATE,0.14,SENATE,0.13,SENATE
JAMES,RISCH,"RISCH, JAMES",S8ID00092,0.14,SENATE,0.07,SENATE,0.06,SENATE
MIKE,CRAPO,"CRAPO, MIKE",S8ID00027,0.18,SENATE,0.07,SENATE,0.09,SENATE
TAMMY,DUCKWORTH,"DUCKWORTH, TAMMY",S6IL00292,0.62,SENATE,1,SENATE,0.94,SENATE
DICK,DURBIN,"DURBIN, DICK",S6IL00151,0.82,SENATE,1,SENATE,1,SENATE
TODD,YOUNG,"YOUNG, TODD",H0IN09070,0.05,SENATE,0.29,SENATE,0.13,SENATE
JOE,DONNELLY,"DONNELLY, JOE",S2IN00091,0.52,SENATE,0.07,SENATE,0.91,SENATE
JERRY,MORAN,"MORAN, JERRY",S0KS00091,0.19,SENATE,0.14,SENATE,0.16,SENATE
PAT,ROBERTS,"ROBERTS, PAT",S6KS00080,0.05,SENATE,0.29,SENATE,0.13,SENATE
MITCH,MCCONNELL,"MCCONNELL, MITCH",S2KY00012,0.05,SENATE,0.14,SENATE,0.13,SENATE
RAND,PAUL,"PAUL, RAND",P40003576,0.45,SENATE,0,SENATE,0.09,SENATE
BILL,CASSIDY,"CASSIDY, BILL",S4LA00107,0.14,SENATE,0.07,SENATE,0.13,SENATE
JOHN,KENNEDY,"KENNEDY, JOHN",S4LA00065,0.27,SENATE,0.07,SENATE,0.09,SENATE
EDWARD,MARKEY,"MARKEY, EDWARD",S4MA00028,0.81,SENATE,1,SENATE,1,SENATE
ELIZABETH,WARREN,"WARREN, ELIZABETH",P00009621,0.86,SENATE,0.79,SENATE,1,SENATE
BEN,CARDIN,"CARDIN, BEN",S6MD03177,0.71,SENATE,1,SENATE,1,SENATE
CHRIS,VAN HOLLEN,"VAN HOLLEN, CHRIS",H2MD08126,0.76,SENATE,1,SENATE,1,SENATE
ANGUS,KING,"KING, ANGUS",S2ME00109,0.67,SENATE,0.93,SENATE,0.97,SENATE
SUSAN,COLLINS,"COLLINS, SUSAN",S6ME00159,0.43,SENATE,0.64,SENATE,0.28,SENATE
DEBBIE,STABENOW,"STABENOW, DEBBIE",S8MI00281,0.62,SENATE,1,SENATE,0.97,SENATE
GARY,PETERS,"PETERS, GARY",H8MI09068,0.62,SENATE,1,SENATE,0.97,SENATE
AMY,KLOBUCHAR,"KLOBUCHAR, AMY",P80006117,0.64,SENATE,0.79,SENATE,1,SENATE
TINA,SMITH,"SMITH, TINA",S8MN00578,0.67,SENATE,1,SENATE,,SENATE
ROY,BLUNT,"BLUNT, ROY",S0MO00183,0.05,SENATE,0.21,SENATE,0.13,SENATE
JOSHUA,HAWLEY,"Hawley, Joshua",S8MO00160,,,0.07,SENATE,,
CLAIRE,MCCASKILL,"MCCASKILL, CLAIRE",S6MO00305,0.67,SENATE,,,0.94,SENATE
CINDY,HYDE-SMITH,"HYDE-SMITH, CINDY",S8MS00261,0,SENATE,0.29,SENATE,,SENATE
ROGER,WICKER,"WICKER, ROGER",S8MS00196,0.1,SENATE,0.07,SENATE,0.13,SENATE
STEVE,DAINES,"DAINES, STEVE",H2MT01060,0.33,SENATE,0.29,SENATE,0.13,SENATE
JON,TESTER,"TESTER, JON",S6MT00162,0.81,SENATE,1,SENATE,0.97,SENATE
RICHARD,BURR,"BURR, RICHARD",S4NC00089,0.06,SENATE,0.29,SENATE,0.16,SENATE
THOM,TILLIS,"TILLIS, THOM",S4NC00162,0.14,SENATE,0.21,SENATE,0.13,SENATE
JOHN,HOEVEN,"HOEVEN, JOHN",S0ND00093,0.05,SENATE,0.14,SENATE,0.13,SENATE
HEIDI,HEITKAMP,"HEITKAMP, HEIDI",S2ND00099,0.62,SENATE,,,0.81,SENATE
BENJAMIN,SASSE,"SASSE, BENJAMIN",S4NE00090,0.18,SENATE,0,SENATE,0.06,SENATE
DEB,FISCHER,"FISCHER, DEB",S2NE00094,0.14,SENATE,0.07,SENATE,0.13,SENATE
JEANNE,SHAHEEN,"SHAHEEN, JEANNE",S0NH00219,0.62,SENATE,1,SENATE,0.94,SENATE
MAGGIE,HASSAN,"HASSAN, MAGGIE",S6NH00091,0.62,SENATE,1,SENATE,0.97,SENATE
CORY,BOOKER,"BOOKER, CORY",P00009795,0.86,SENATE,0.5,SENATE,1,SENATE
ROBERT,MENENDEZ,"MENENDEZ, ROBERT",S6NJ00289,0.76,SENATE,1,SENATE,0.94,SENATE
MARTIN,HEINRICH,"HEINRICH, MARTIN",H8NM01224,0.76,SENATE,0.93,SENATE,0.91,SENATE
TOM,UDALL,"UDALL, TOM",S8NM00184,0.76,SENATE,1,SENATE,1,SENATE
DEAN,HELLER,"HELLER, DEAN",H6NV02164,0.15,SENATE,,,0.16,SENATE
CATHERINE,CORTEZ MASTO,"CORTEZ MASTO, CATHERINE",S6NV00200,0.62,SENATE,1,SENATE,1,SENATE
Jacky,Rosen,"Rosen, Jacky",S8NV00156,,,1,SENATE,,
CHARLES,SCHUMER,"SCHUMER, CHARLES",S8NY00082,0.67,SENATE,1,SENATE,1,SENATE
KIRSTEN,GILLIBRAND,"GILLIBRAND, KIRSTEN",P00009290,0.86,SENATE,0.93,SENATE,1,SENATE
ROB,PORTMAN,"PORTMAN, ROB",S0OH00133,0.1,SENATE,0.29,SENATE,0.16,SENATE
SHERROD,BROWN,"BROWN, SHERROD",S6OH00163,0.76,SENATE,1,SENATE,1,SENATE
JAMES,INHOFE,"INHOFE, JAMES",S4OK00083,0.1,SENATE,0,SENATE,0.09,SENATE
JAMES,LANKFORD,"LANKFORD, JAMES",H0OK05114,0.1,SENATE,0,SENATE,0.09,SENATE
JEFF,MERKLEY,"MERKLEY, JEFF",S8OR00207,0.86,SENATE,1,SENATE,1,SENATE
RON,WYDEN,"WYDEN, RON",S6OR00110,0.86,SENATE,1,SENATE,1,SENATE
PAT,TOOMEY,"TOOMEY, PAT",S4PA00121,0.06,SENATE,0,SENATE,0.06,SENATE
ROBERT,CASEY,"CASEY, ROBERT",S6PA00217,0.57,SENATE,1,SENATE,1,SENATE
JACK,REED,"REED, JACK",S6RI00163,0.62,SENATE,1,SENATE,1,SENATE
SHELDON,WHITEHOUSE,"WHITEHOUSE, SHELDON",S6RI00221,0.64,SENATE,0.86,SENATE,1,SENATE
LINDSEY,GRAHAM,"GRAHAM, LINDSEY",S0SC00149,0.09,SENATE,0.29,SENATE,0.19,SENATE
TIM,SCOTT,"SCOTT, TIM",S4SC00240,0.05,SENATE,0.14,SENATE,0.13,SENATE
JOHN,THUNE,"THUNE, JOHN",S2SD00068,0.1,SENATE,0.14,SENATE,0.13,SENATE
MIKE,ROUNDS,"ROUNDS, MIKE",S4SD00049,0.05,SENATE,0.21,SENATE,0.09,SENATE
BOB,CORKER,"CORKER, BOB",S6TN00216,0.14,SENATE,,,0.16,SENATE
LAMAR,ALEXANDER,"ALEXANDER, LAMAR",S2TN00058,0.05,SENATE,0.36,SENATE,0.13,SENATE
Marsha,Blackburn,"Blackburn, Marsha",S8TN00337,,,0.21,SENATE,,
JOHN,CORNYN,"CORNYN, JOHN",S2TX00106,0.05,SENATE,0.07,SENATE,0.13,SENATE
Ted,Cruz,"Cruz, Ted",P60006111,0.23,SENATE,0,SENATE,0.13,SENATE
MIKE,LEE,"LEE, MIKE",S0UT00165,0.36,SENATE,0,SENATE,0.09,SENATE
ORRIN,HATCH,"HATCH, ORRIN",S6UT00063,0.05,SENATE,,,0.13,SENATE
Mitt,Romney,"Romney, Mitt",P80003353,,,0.14,SENATE,,
MARK,WARNER,"WARNER, MARK",S6VA00093,0.62,SENATE,1,SENATE,0.97,SENATE
TIM,KAINE,"KAINE, TIM",S2VA00142,0.67,SENATE,1,SENATE,0.97,SENATE
BERNIE,SANDERS,"SANDERS, BERNIE",P60007168,0.86,SENATE,0.69,SENATE,1,SENATE
PATRICK,LEAHY,"LEAHY, PATRICK",S4VT00017,0.76,SENATE,1,SENATE,1,SENATE
MARIA,CANTWELL,"CANTWELL, MARIA",S8WA00194,0.76,SENATE,1,SENATE,1,SENATE
PATTY,MURRAY,"MURRAY, PATTY",S2WA00189,0.76,SENATE,0.93,SENATE,1,SENATE
RON,JOHNSON,"JOHNSON, RON",S0WI00197,0.14,SENATE,0,SENATE,0.06,SENATE
TAMMY,BALDWIN,"BALDWIN, TAMMY",H8WI00018,0.75,SENATE,1,SENATE,1,SENATE
SHELLEY,MOORE CAPITO,"MOORE CAPITO, SHELLEY",S4WV00159,0.05,SENATE,0.29,SENATE,0.13,SENATE
JOE,MANCHIN,"MANCHIN, JOE",S0WV00090,0.52,SENATE,0.86,SENATE,0.75,SENATE
JOHN,BARRASSO,"BARRASSO, JOHN",S6WY00068,0.19,SENATE,0.07,SENATE,0.03,SENATE
MIKE,ENZI,"ENZI, MIKE",S6WY00126,0.19,SENATE,0.07,SENATE,0.03,SENATE
